theme,post_text,label
underwater,"\""@AwkwardGoogle: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/BbvWTyTh4k\""",0
underwater,"oh my.... 😻😻😻 \""@thegooglefact: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/lzhmhSFFZ4\""",0
underwater,“@earthposts: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/FagcNeorOt”,0
underwater,“@AwkwardGoogle: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/v0MFGAVUYH”,0
underwater,“@AwkwardGoogle: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/N5ypO5hq7X” omg @CBekefi18,0
underwater,@rebelrx  this is cool RT @AwkwardGoogle: Underwater bedroom at Poseidon Undersea Resort located in Fiji.  http://t.co/lKNHJqHZ2h,0
underwater,"\""@UnrevealedFacts: Underwater bedroom at Poseidon Undersea Resort located in Fiji.  http://t.co/9bZZ1a9DEg\""",0
underwater,“@Jbert_479 : Underwater bedroom at Poseidon Undersea Resort located in Fiji. Sign me up! http://t.co/RF9YNSExan”,0
underwater,@Lienoobie  Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/zbU1s2dVVS”,0
underwater,“@WTFFacts: Underwater bedroom at Poseidon Undersea Resort located in Figu. http://t.co/5SSTcIVBvR”,0
underwater,"Relax sleeping in Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/Pvd7GgPjtr\""",0
underwater,“@earthposts: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/bbyzlRR1Uf” @Puffafeesh awesome :),0
underwater,“@UnrevealedFacts: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/CIK9Rfq0LQ” id never go to sleep,0
underwater,@nicola_carroll  this would freak me out “@earthposts: Underwater bedroom at Poseidon Undersea Resort in Fiji. http://t.co/KNqOJ1gqQI”,0
underwater,“Underwater bedroom at Poseidon Undersea Resort located in Fiji http://t.co/wKFmAvq0aL” @j_train2118  pack your bags,0
underwater,“@WTFFacts: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/Ke3nnnZPBd” @BartEddins,0
underwater,“@earthposts: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/kI2uP8tsHw” I want I want 🐠🐙😍,0
underwater,“@thegooglefact: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/nryJLQV0Ja” @SamAngst,0
underwater,"\""@AwkwardGoogle: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/hTYeiMaUBt\""",0
underwater,"\""@UnrevealedFacts: Underwater bedroom at Poseidon Undersea Resort located in Fiji this http://t.co/TsZs6dTxNs\"" a must go before I die",0
underwater,My nightmares look a lot like this:\nRT @WTFFacts: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/j0NrjuyGSN,0
underwater,"Underwater bedroom at Poseidon Undersea Resort located in Fiji. Lets go @BreTtO_101? http://t.co/8yEGb9U8Fs\""",0
underwater,I could do 1 night “@AwkwardGoogle: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/PTom4qsv9O”,0
underwater,"Wohoo,, sweet! RT @thegooglefact: Underwater bedroom at Poseidon Undersea Resort located in Fiji.  http://t.co/jTHzyzkKdo",0
underwater,"\""@WTFFacts: Underwater bedroom at Poseidon Undersea Resort located in Fiji. @lynnScherloski can we, can we please!?  http://t.co/6Ytzr02qY2\""",0
underwater,“@WTFFacts: Underwater bedroom at Poseidon Undersea Resort located in Fiji.  http://t.co/82CCz2FSXt” 😍😍😍 💕omg,0
underwater,Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/jDXeZ4t40J,0
underwater,Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/YpXeGC5Hbx via @earthposts,0
underwater,Underwater bedroom at Poseidon Undersea Resort located in #Fiji. #Amazing http://t.co/AiyM9QzN3A”,0
underwater,Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/E2mLTZHn4e”@shroppiemon,0
underwater,Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/cZnEI4eY1d,0
underwater,Underwater bedroom at Poseidon Undersea Resort located in Fiji. Who wouldn't like to live in a place like this http://t.co/pSH8dIAjvr,0
underwater,“@BestBedrooms: Retweet if you want this underwater bedroom! http://t.co/pkaDA3u87J” @mvennetti21 's future bedroom.,0
underwater,“@BestBedrooms: Retweet if you want this underwater bedroom! http://t.co/UqBCwx4diJ” ohhh fawwwwwwk 😱😍,0
underwater,"Lagi tdr ada piranha @DINDAAYUUS \""@BestBedrooms: Retweet if you want this underwater bedroom! http://t.co/I50c3goSOG\""",0
underwater,“@CameronlDalIas: Retweet if you want this underwater bedroom! http://t.co/5bqYVMvTaZ”,0
underwater,"\""@justVYlieve: “@DreamHouseX: Retweet if you want this underwater bedroom! , http://t.co/20BOWYR2lw” FUCK YES\""",0
underwater,“@BestBedrooms: Retweet if you want this underwater bedroom! http://t.co/qLVxEwotun” @e_jaybee you should do this,0
underwater,"Yang ini bener-bener gilaaaaa @K_Febriani \"" Retweet if you want this underwater bedroom! http://t.co/wONj1y8nQq\""",0
underwater,"Underwater Bedroom, If I don't get this I'll cry Xx :( http://t.co/f0Z550wOt8\""",0
underwater,"\""@AmazingRoom Retweet if you want this underwater bedroom! http://t.co/968UxeF4pu\""",0
underwater,"\""@BestBedrooms: Retweet if you want this underwater bedroom! http://t.co/A4fZ3zoqQA\""",0
underwater,Retweet if you want this underwater bedroom! http://t.co/JBy5J9y3u5,0
underwater,Retweet if you want this underwater bedroom! http://t.co/E0obqUpEG7,0
underwater,Retweet if you want this underwater bedroom! http://t.co/91Tp8LE1Db,0
underwater,"Sorry, you can't spend a night in this underwater bedroom. Mostly because it doesn't exist http://t.co/ovZ7zs9qwB // http://t.co/jN7WnoD4lM",0
underwater,Retweet if you want this underwater bedroom! http://t.co/iB9BBMzl2V,0
underwater,"Top story: Hotels Twitter / PicturesEarth: Underwater Bedroom, Conrad ... http://t.co/BU58mpFWVm, see more http://t.co/UyDAYWypbv",0
underwater,"\""@Bedroomphotos: Amazing underwater bedroom http://t.co/9RiIBaY9ft\"" what if the tube breaks and you drown? Then what.",0
underwater,imagine this! “@Bedroomphotos: Amazing underwater bedroom http://t.co/TkzwmmYpYl”,0
underwater,Amazing underwater bedroom http://t.co/MQdYiLVaYM” Memang best gila la kalau dapat bilik macam ni tidur pun tenang 😃👍,0
underwater,"Imagine having this though, an underwater bedroom😳😍👏 http://t.co/vADT4vQ2bY",0
underwater,“@Bedroomphotos: Amazing underwater bedroom http://t.co/ogxr94DdRc” looks highly narcable,0
underwater,Dubai Underwater Hotel  The hotel’s suites provide views from both the bedroom and the bathroom wind http://t.co/zhcRygGvxX,0
underwater,Amazing underwater bedroom http://t.co/eup2jAQvki,0
underwater,“@Bedroomphotos: Amazing underwater bedroom http://t.co/ugGvbjEGeo” 😍😍😍,0
underwater,“@Bedroomphotos: Amazing underwater bedroom http://t.co/W8tljWlPBt”.  I need this!!!!,0
underwater,Amazing underwater bedroom at Bora Bora islands. http://t.co/6XNlghjw0y,0
underwater,“@AwkwardGoogle: Underwater bedroom at Poseidon. http://t.co/RsyQbiY7pp”😍😍I wish my room was like this,0
underwater,@griferreira os Dyego pira! RT @AmazingRoom: Amazing underwater bedroom ~ http://t.co/mm6HzS5vzK,0
underwater,"A deep Sleep... \""@Bedroomphotos: Amazing underwater bedroom http://t.co/vYjepgVN2v\""",0
underwater,"Fck:g \""@ohbedrooms: Amazing underwater bedroom http://t.co/uMViWfZTmd\""",0
underwater,"Anjayy\""@Bedroomphotos: Amazing underwater bedroom http://t.co/8DyIZkiwp8\""",0
underwater,Amazing underwater bedroom http://t.co/eup2jAQvki,0
underwater,Amazing underwater bedroom http://t.co/GcDJmFyYIb,0
underwater,Amazing underwater bedroom http://t.co/djnOyqvF06,0
underwater,Retweet if you want this underwater bedroom! http://t.co/7ywaooefSO,0
underwater,Underwater bedroom at Poseidon Undersea Resort located in Fiji. Who wouldn't like to live in a place like this? http://t.co/jCd8JJVX2M,0
underwater,“@EARTH_PlCTURES: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/lCoWi6A6zC” that's so dope omfg,0
underwater,“@EARTH_PlCTURES: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/15MyuDOtdL”                 #sololuoghibelli☀️,0
underwater,“@EARTH_PlCTURES: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/U8uLhvTlgK” I WANT,0
underwater,"\""@EARTH_PlCTURES: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/Yj54STyfCu\""",0
underwater,Beautiful “@mc_magic1887: 😍😍 @EARTH_PlCTURES: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/kfa5WrMuXI””,0
underwater,“@EARTH_PlCTURES: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/sfa0dXkJhp” NO.. Me while sleeping = 😳/😭,0
underwater,"\""@EARTH_PlCTURES: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/e5IweVb8Vd\""",0
underwater,"\""@fathiahmeow: \""@EARTH_PlCTURES: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/b0pznqLJG7\""\npls 😜\"" nak cm ni!!",0
underwater,“@EARTH_PlCTURES: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/QsHgF5D7Yg” yes 😻,0
underwater,"\""@EARTH_PlCTURES: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/gMaKVrj7Ld\""\npls 😜",0
underwater,“@EARTH_PlCTURES: Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/zbO3ZaEjmF” je veux qu'on m'emmène là !,0
underwater,Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/jDXeZ4t40J,0
